sample_id	begin	end	type	extraction	mistake_type
8202	0	5	organization-company	Asher	FN
8202	92	125	organization-company	ChoicePoint Director Kenneth Langone	FN
8203	15	23	location-GPE	Tartaros	FP
8203	15	23	person-other	Tartaros	FN
8205	62	87	other-disease	aerodigestive tract cancers	FP
8205	132	137	other-disease	gutka	FP
8205	46	56	other-disease	oesophagus	FP
8205	12	27	other-disease	cancer of the head	FP
8205	91	97	other-disease	dental	FP
8205	28	33	other-disease	mouth	FP
8205	104	112	other-disease	areca nut	FP
8205	132	137	product-other	gutka	FN
8205	104	112	product-food	areca nut	FN
8206	22	36	location-GPE	Republic County	FN
8207	3	11	organization-sportsteam	Bearcats	FP
8207	0	11	organization-sportsteam	The Bearcats	FN
8210	37	46	product-weapon	Tsar Bomba	FP
8210	37	46	product-other	Tsar Bomba	FN
8210	136	147	event-disaster	earthquakes	FN
8213	34	47	building-other	Burford Bridge	FP
8213	34	47	location-road/railway/highway/transit	Burford Bridge	FN
8214	82	94	building-restaurant	Pollo Campero	FP
8214	9	17	building-restaurant	Usulután	FP
8214	115	122	building-restaurant	Biggest	FP
8214	156	166	building-restaurant	Burger King	FP
8214	82	94	organization-company	Pollo Campero	FN
8214	115	122	organization-company	Biggest	FN
8214	9	17	location-GPE	Usulután	FN
8214	156	166	organization-company	Burger King	FN
8215	0	11	person-other	Bridenbaugh	FP
8215	0	11	person-scholar	Bridenbaugh	FN
8217	0	5	location-GPE	Latin	FN
8218	4	10	organization-company	iTunes	FP
8221	51	61	person-artist/author	Paul W. Krol	FP
8221	0	3	art-writtenart	Shī	FP
8221	95	103	art-writtenart	Medieval	FP
8221	76	92	other-language	Classical Chinese	FN
8221	95	110	other-language	Medieval Chinese	FN
8221	51	61	person-scholar	Paul W. Krol	FN
8222	102	113	product-weapon	Phalanx CIWS	FP
8222	20	34	product-weapon	Mk.75 Oto Melara	FP
8222	20	45	product-weapon	Mk.75 Oto Melara 76 mm Compact	FN
8223	44	51	location-GPE	Chinese	FP
8223	33	51	organization-politicalparty	Nationalist Chinese	FN
8224	25	31	person-scholar	Watson	FP
8224	25	31	person-other	Watson	FN
8224	117	130	other-educationaldegree	medical degree	FN
8226	201	211	location-GPE	Region Nord	FP
8226	113	118	organization-other	ALFAL	FP
8226	130	135	organization-other	ALFAL	FP
8226	62	110	organization-education	Asociación de Lingüística y Filología de América Latina	FP
8226	130	135	product-other	ALFAL	FN
8226	62	110	product-other	Asociación de Lingüística y Filología de América Latina	FN
8226	113	118	product-other	ALFAL	FN
8227	59	73	organization-education	HM Chapels Royal	FP
8227	134	139	person-politician	Queen	FN
8227	59	73	building-other	HM Chapels Royal	FN
8228	102	113	building-other	Nightingale	FP
8228	26	52	building-theater	Birmingham Repertory Theatre	FP
8228	26	52	organization-showorganization	Birmingham Repertory Theatre	FN
8228	102	118	building-other	Nightingale Court	FN
8232	122	135	person-politician	Gaozong of Tang	FP
8232	0	7	organization-religion	Chinese	FP
8232	0	7	location-GPE	Chinese	FN
8232	115	135	person-other	Emperor Gaozong of Tang	FN
8234	81	90	building-airport	Balbasovo	FP
8234	54	57	building-other	ARP	FP
8234	0	8	person-other	OSGOEINT	FP
8234	29	53	building-other	571st Aircraft Repair Plant	FP
8234	81	97	building-airport	Balbasovo Air Base	FN
8234	54	57	organization-government/governmentagency	ARP	FN
8234	0	8	organization-media/newspaper	OSGOEINT	FN
8234	29	53	organization-government/governmentagency	571st Aircraft Repair Plant	FN
8235	21	31	location-mountain	Coal Valley	FP
8235	21	31	location-other	Coal Valley	FN
8236	55	65	location-GPE	Khmer Rouge	FP
8236	0	16	person-other	William Shawcross	FP
8236	0	16	person-artist/author	William Shawcross	FN
8236	55	69	event-other	Khmer Rouge rule	FN
8237	35	40	person-other	Vogel	FP
8237	76	89	other-livingthing	Channing 's dog	FP
8237	0	6	person-other	Boerth	FP
8237	0	6	person-soldier	Boerth	FN
8237	76	84	person-other	Channing	FN
8237	35	40	person-soldier	Vogel	FN
8238	30	42	building-other	Drayton Manor	FP
8238	30	42	location-other	Drayton Manor	FN
8239	0	9	person-other	Gottfried	FP
8239	0	9	person-actor	Gottfried	FN
8244	25	35	location-GPE	Livingston	FP
8244	25	35	person-politician	Livingston	FN
8246	77	86	person-other	Temeraire	FP
8246	37	52	person-other	William Laurence	FP
8246	77	86	other-livingthing	Temeraire	FN
8246	30	52	person-other	Captain William Laurence	FN
8247	215	236	organization-government/governmentagency	Ministry of the Interior	FP
8247	120	134	organization-other	Military Police	FN
8247	108	119	organization-other	Marine Corps	FN
8247	0	21	organization-government/governmentagency	Taiwan Garrison Command	FN
8247	215	237	organization-government/governmentagency	Ministry of the Interior ,	FN
8248	128	142	person-director	Lennox Robinson	FP
8248	236	248	building-theater	Abbey Theatre	FN
8248	128	142	person-other	Lennox Robinson	FN
8249	30	38	location-GPE	Istanbul	FP
8249	0	5	person-politician	Nefʿī	FP
8249	0	5	person-other	Nefʿī	FN
8250	98	107	event-disaster	Fukushima	FP
8250	94	114	event-disaster	2011 Fukushima Daiichi	FN
8251	7	45	event-sportsevent	Wuzhou International Group Jiangsu Classic	FP
8251	3	45	event-sportsevent	2009 Wuzhou International Group Jiangsu Classic	FN
8252	0	10	art-writtenart	^ Manwaring	FP
8252	11	17	person-scholar	Randle	FN
8252	1	10	person-scholar	Manwaring	FN
8253	134	140	location-GPE	French	FP
8253	49	64	building-other	Fort St. Frédéric	FP
8253	168	182	building-other	Fort Crown Point	FP
8253	0	10	location-GPE	Crown Point	FP
8253	168	182	location-other	Fort Crown Point	FN
8253	49	81	building-other	Fort St. Frédéric limestone fortress	FN
8253	134	152	event-attack/battle/war/militaryconflict	French and Indian War	FN
8253	0	10	building-other	Crown Point	FN
8254	0	3	organization-media/newspaper	Pop	FN
8255	37	40	organization-sportsleague	SPL	FP
8255	61	71	organization-sportsteam	Kilmarnock	FP
8255	61	71	person-athlete	Kilmarnock	FN
8257	41	49	location-GPE	Northern	FP
8257	0	11	location-GPE	Oxford House	FP
8257	70	96	location-other	Oxford House 24 Indian Reserve	FP
8257	49	57	location-GPE	Manitoba	FP
8257	180	188	location-GPE	Winnipeg	FP
8257	0	11	building-other	Oxford House	FN
8257	173	188	location-GPE	North of Winnipeg	FN
8257	41	57	location-GPE	Northern Manitoba	FN
8257	67	96	location-GPE	the Oxford House 24 Indian Reserve	FN
8258	94	103	location-GPE	Argentine	FP
8258	133	143	organization-sportsteam	San Lorenzo	FP
8258	158	182	event-sportsevent	Clausura 2001 championship	FP
8258	80	103	organization-sportsleague	lower leagues of Argentine	FN
8258	158	182	other-award	Clausura 2001 championship	FN
8258	133	148	organization-sportsteam	San Lorenzo squad	FN
8259	131	146	location-road/railway/highway/transit	Caen-Bayeux road	FP
8259	131	142	location-road/railway/highway/transit	Caen-Bayeux	FN
8260	19	38	organization-politicalparty	Bloc Yulia Tymoshenko	FP
8260	19	38	person-politician	Bloc Yulia Tymoshenko	FN
8261	42	78	organization-other	United States Figure Skating Association	FP
8261	29	38	person-other	Callaghan	FP
8261	0	7	person-athlete	Maurizi	FP
8261	79	84	organization-other	USFSA	FP
8261	42	78	organization-sportsleague	United States Figure Skating Association	FN
8261	0	7	person-other	Maurizi	FN
8261	29	38	person-athlete	Callaghan	FN
8261	79	84	organization-sportsleague	USFSA	FN
8265	30	34	person-actor	Kaye	FP
8265	133	138	person-artist/author	Roald	FP
8265	133	142	person-artist/author	Roald Dahl	FN
8265	30	34	person-artist/author	Kaye	FN
8267	27	31	location-GPE	City	FP
8267	33	39	location-GPE	Dallas	FP
8267	27	39	location-GPE	City of Dallas	FN
8268	28	31	product-other	Duo	FP
8268	41	44	product-other	LCD	FP
8269	0	10	person-artist/author	Altogether	FN
8270	92	116	organization-company	Interactive Entertainment	FP
8270	136	148	product-other	PlayStation 3	FP
8270	151	158	product-other	Xbox 360	FP
8270	119	128	product-other	Microsoft	FP
8270	136	148	product-software	PlayStation 3	FN
8270	151	158	product-software	Xbox 360	FN
8270	119	135	product-software	Microsoft Windows	FN
8271	0	14	person-other	Philip Van Horne	FP
8273	44	82	location-park	Portuguese Serra da Malcata Natural Reserve	FP
8273	44	82	location-other	Portuguese Serra da Malcata Natural Reserve	FN
8274	19	26	location-road/railway/highway/transit	O & amp ; W	FN
8275	124	131	other-language	Marathi	FP
8275	53	64	person-artist/author	Rajinikanth	FP
8275	5	18	person-artist/author	Vishnuvardhan	FP
8275	135	146	person-other	Rajinikanth	FP
8275	53	64	person-actor	Rajinikanth	FN
8275	124	131	person-other	Marathi	FN
8275	135	146	person-actor	Rajinikanth	FN
8275	5	18	person-other	Vishnuvardhan	FN
8277	0	13	other-chemicalthing	lead styphnate	FN
8280	45	52	person-artist/author	Dorrian	FP
8280	45	52	art-broadcastprogram	Dorrian	FN
8281	3	19	organization-other	Indian Indian Army	FP
8281	9	19	organization-other	Indian Army	FN
8281	3	9	location-GPE	Indian	FN
8287	19	36	organization-company	Marmon-Herrington	FP
8287	75	83	location-GPE	Canadian	FP
8287	75	97	product-train	Canadian Ford drive train	FN
8287	19	36	product-weapon	Marmon-Herrington	FN
8288	62	67	other-astronomything	Earth	FP
8288	21	27	other-astronomything	Halley	FP
8288	160	166	person-scholar	Newton	FP
8288	82	85	other-astronomything	sun	FN
8288	160	172	product-other	Newton 's laws	FN
8288	21	29	person-scholar	Halley 's	FN
8288	62	69	other-astronomything	Earth 's	FN
8292	33	37	art-film	Well	FP
8292	44	60	building-other	Trafalgar Studios	FP
8292	87	99	person-other	Natalie Casey	FP
8292	44	60	building-theater	Trafalgar Studios	FN
8292	33	37	art-other	Well	FN
8292	87	99	person-actor	Natalie Casey	FN
8296	113	125	event-disaster	Turnip Winter	FN
8297	100	115	location-GPE	Corozal District	FP
8297	100	107	location-GPE	Corozal	FN
8299	14	26	location-GPE	FR Yugoslavia	FP
8299	0	26	other-law	Constitution of FR Yugoslavia	FN
8300	84	91	other-language	Spanish	FP
8300	84	91	location-GPE	Spanish	FN
8301	27	39	other-medical	fluorouracil	FP
8301	42	53	other-medical	folinic acid	FP
8301	27	39	other-chemicalthing	fluorouracil	FN
8301	42	53	other-chemicalthing	folinic acid	FN
8302	0	10	product-food	Alexandria	FP
8302	63	70	product-food	Dogfish	FP
8302	84	92	product-food	Viognier	FP
8302	115	120	product-food	Pinot	FP
8308	39	55	product-weapon	long-range rifles	FN
8309	64	69	person-artist/author	David	FP
8309	42	48	product-other	violin	FP
8309	135	152	person-artist/author	Nikolai Rabinovich	FP
8309	128	152	person-artist/author	Maestro Nikolai Rabinovich	FN
8309	64	77	person-artist/author	David Oistrakh	FN
8310	3	18	location-GPE	Dutch East Indies	FP
8310	3	18	location-island	Dutch East Indies	FN
8313	71	73	other-educationaldegree	BA	FP
8314	48	60	product-software	MSN Messenger	FP
8314	0	3	organization-company	MSN	FP
8314	48	51	product-other	MSN	FN
8315	96	102	location-bodiesofwater	och Tay	FN
8319	88	103	location-other	Strait of Otranto	FP
8319	11	18	location-GPE	Italian	FP
8319	96	103	location-GPE	Otranto	FN
8320	36	56	location-GPE	Ensenada Municipality	FP
8320	36	44	location-GPE	Ensenada	FN
8321	37	48	other-astronomything	binary stars	FN
8322	75	82	person-other	Harvard	FP
8322	75	89	person-other	Harvard Lampoon	FN
8323	38	44	organization-government/governmentagency	Quebec	FP
8323	81	89	other-disease	whiplash	FP
8323	38	53	organization-other	Quebec Task Force	FN
8324	9	14	organization-company	Terra	FP
8324	9	14	person-artist/author	Terra	FN
8325	49	59	location-other	Antarctica	FP
8325	49	59	location-GPE	Antarctica	FN
8327	71	78	product-food	noodles	FN
8331	26	33	location-GPE	Trypiti	FP
8331	0	5	location-GPE	Milos	FP
8331	81	87	location-GPE	Aegean	FP
8331	110	123	location-GPE	Ottoman Empire	FP
8331	26	33	location-other	Trypiti	FN
8331	81	87	location-bodiesofwater	Aegean	FN
8331	0	5	location-island	Milos	FN
8332	106	126	product-other	1953 Fender Telecaster	FP
8332	110	126	product-other	Fender Telecaster	FN
8335	0	6	location-GPE	Maglev	FP
8335	87	108	product-other	TransRapid train system	FN
8337	73	84	art-film	The Avengers	FP
8337	76	84	art-film	Avengers	FN
8339	73	97	event-election	U.S. Presidential election	FP
8339	15	22	person-other	Woolsey	FP
8339	73	105	event-election	U.S. Presidential election campaign	FN
8339	15	22	person-politician	Woolsey	FN
8340	76	82	organization-company	Capcom	FP
8340	76	82	product-game	Capcom	FN
8341	18	25	person-scholar	Jan Gehl	FP
8341	18	25	person-other	Jan Gehl	FN
8342	72	77	art-other	Funny	FP
8342	14	20	person-artist/author	Tarver	FP
8342	14	20	person-actor	Tarver	FN
8342	4	13	organization-showorganization	Big Grande	FN
8342	72	82	art-broadcastprogram	Funny or Die	FN
8343	134	140	location-road/railway/highway/transit	London	FP
8343	108	115	location-road/railway/highway/transit	Hampton	FP
8343	46	56	organization-company	Birmingham	FP
8343	101	106	location-road/railway/highway/transit	Derby	FP
8343	59	79	location-road/railway/highway/transit	Derby Junction Railway	FN
8343	134	140	location-GPE	London	FN
8343	101	106	location-GPE	Derby	FN
8343	108	115	location-GPE	Hampton	FN
8343	46	56	location-GPE	Birmingham	FN
8343	143	160	location-road/railway/highway/transit	Birmingham Railway	FN
8344	46	50	organization-politicalparty	ABVP	FP
8344	46	50	location-GPE	ABVP	FN
8346	60	77	location-road/railway/highway/transit	Fitchburg Railroad	FP
8346	87	100	location-road/railway/highway/transit	Grout 's Corner	FP
8346	60	77	product-other	Fitchburg Railroad	FN
8347	66	82	product-software	Cebuano Wikipedia	FP
8347	43	57	product-software	Waray Wikipedia	FP
8347	3	19	product-software	Tagalog Wikipedia	FP
8347	43	57	other-language	Waray Wikipedia	FN
8347	3	19	other-language	Tagalog Wikipedia	FN
8347	66	82	other-language	Cebuano Wikipedia	FN
8350	133	145	building-other	Tao-Tsai post	FN
8350	50	62	organization-government/governmentagency	317th Platoon	FN
8351	70	74	location-GPE	East	FP
8351	74	82	location-GPE	Indiaman	FN
8354	40	54	organization-company	DB Cargo Company	FP
8354	40	59	organization-company	DB Cargo Company Train	FN
8355	146	154	building-other	Brickell	FP
8355	240	250	location-road/railway/highway/transit	Metromover	FP
8355	0	10	location-road/railway/highway/transit	Miami-Dade	FP
8355	52	61	organization-other	Metrorail	FN
8355	228	237	organization-other	Metrorail	FN
8355	0	17	organization-company	Miami-Dade Transit	FN
8355	240	250	organization-other	Metromover	FN
8355	146	154	location-GPE	Brickell	FN
8355	103	113	organization-other	Metromover	FN
8355	157	173	organization-government/governmentagency	Government Center	FN
8356	38	71	building-hospital	University of Maryland Medical Center	FP
8356	87	98	other-disease	shock trauma	FN
8356	38	71	organization-education	University of Maryland Medical Center	FN
8362	54	67	person-other	Paulet St. John	FP
8362	54	67	person-politician	Paulet St. John	FN
8364	45	66	other-biologything	`` leuA '' -Halobacteria	FP
8364	71	75	other-biologything	RNAs	FP
8364	71	75	other-chemicalthing	RNAs	FN
8365	9	27	art-broadcastprogram	MTV Spring Break 2014	FP
8365	9	12	art-broadcastprogram	MTV	FN
8367	67	93	organization-politicalparty	Korean Mountaineering League	FP
8367	67	93	organization-other	Korean Mountaineering League	FN
8370	4	15	person-other	Nahida Akter	FP
8370	0	15	person-politician	Umme Nahida Akter	FN
8372	21	32	location-other	Port Stanley	FP
8372	21	32	location-GPE	Port Stanley	FN
8373	52	63	person-other	Dean Fawcett	FP
8373	56	63	person-other	Fawcett	FN
8374	105	121	event-sportsevent	Pac-12 Conference	FP
8374	33	43	person-other	Sean Miller	FP
8374	33	43	person-athlete	Sean Miller	FN
8377	17	44	other-award	Companion of the Order of Canada	FP
8377	38	44	location-GPE	Canada	FN
8378	36	40	product-train	U28B	FP
8378	83	104	product-other	16-cylinder prime mover	FN
8378	36	77	product-train	U28B road switcher diesel-electric locomotive	FN
8380	31	39	other-language	Venetian	FP
8380	57	75	location-island	Greek Island of Corfu	FP
8380	57	68	location-island	Greek Island	FN
8380	31	39	location-GPE	Venetian	FN
8380	70	75	location-GPE	Corfu	FN
8381	8	23	person-artist/author	Chitral Somapala	FP
8381	0	23	person-artist/author	Vocalist Chitral Somapala	FN
8382	128	143	person-politician	Ferdinand Marcos	FP
8382	128	143	person-other	Ferdinand Marcos	FN
8383	79	82	organization-company	NBC	FP
8383	255	259	person-other	KITT	FN
8383	79	82	organization-media/newspaper	NBC	FN
8386	0	9	building-other	Esplanade	FP
8386	39	51	location-road/railway/highway/transit	Kolkata Metro	FP
8386	0	9	location-other	Esplanade	FN
8386	39	46	location-GPE	Kolkata	FN
8387	94	108	location-GPE	Caldwell Parish	FP
8387	94	108	location-other	Caldwell Parish	FN
8387	42	55	organization-government/governmentagency	Public Service	FN
8390	35	42	other-chemicalthing	Renilla	FP
8390	63	80	other-chemicalthing	Renilla-luciferin	FP
8390	35	42	other-biologything	Renilla	FN
8390	63	80	other-biologything	Renilla-luciferin	FN
8391	61	68	location-GPE	New York	FP
8391	13	38	organization-government/governmentagency	United States District Court	FP
8391	13	68	organization-government/governmentagency	United States District Court for the Eastern District of New York	FN
8392	35	47	person-actor	Julius LaRosa	FP
8392	51	65	event-other	LaRosa incident	FP
8392	35	47	person-artist/author	Julius LaRosa	FN
8393	111	129	other-astronomything	Meshkenet dune field	FP
8393	52	57	other-astronomything	Venus	FP
8393	61	79	other-astronomything	Aglaonice dune field	FP
8393	10	14	location-other	ergs	FN
8393	61	79	location-other	Aglaonice dune field	FN
8393	111	129	location-other	Meshkenet dune field	FN
8393	52	57	location-other	Venus	FN
8395	34	39	location-road/railway/highway/transit	J Line	FP
8395	71	73	location-road/railway/highway/transit	LA	FP
8395	71	78	organization-company	LA Metro	FN
8395	34	39	organization-company	J Line	FN
8396	7	12	person-athlete	Frank	FP
8396	32	51	organization-sportsteam	Red Bull Rock Crawling	FP
8396	58	64	person-athlete	Nicole	FP
8396	7	12	person-other	Frank	FN
8396	58	64	person-other	Nicole	FN
8396	32	55	organization-other	Red Bull Rock Crawling team	FN
8397	12	28	art-other	Cyrano de Bergerac	FP
8397	12	28	art-writtenart	Cyrano de Bergerac	FN
